epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,790.902,0.7584,0.46381,0.92205,0.93707,0.96591,0.94958,0.69477,0.93042,0.70884,1.1125,0.00081275,0.00081275,0.00081275
55,806.635,0.79149,0.48753,0.93613,0.94627,0.96591,0.94985,0.70584,0.92104,0.69334,1.1187,0.0008045,0.0008045,0.0008045
56,820.867,0.75035,0.4617,0.93287,0.93172,0.95786,0.95291,0.7061,0.94127,0.6408,1.11757,0.00079625,0.00079625,0.00079625
57,835.43,0.76341,0.47517,0.93942,0.93464,0.96591,0.95427,0.69183,0.97854,0.64568,1.13027,0.000788,0.000788,0.000788
58,850.636,0.76749,0.47964,0.94059,0.93646,0.96334,0.95964,0.71583,0.95758,0.60119,1.11938,0.00077975,0.00077975,0.00077975
59,866.105,0.74737,0.46654,0.91753,0.94242,0.96333,0.96056,0.71531,0.92576,0.58986,1.11545,0.0007715,0.0007715,0.0007715
60,881.162,0.7589,0.4599,0.90515,0.95242,0.95992,0.95872,0.71107,0.94413,0.62453,1.11598,0.00076325,0.00076325,0.00076325
61,896.762,0.80814,0.48064,0.93671,0.93335,0.96061,0.95849,0.72937,0.91544,0.60892,1.08972,0.000755,0.000755,0.000755
62,912.064,0.77302,0.45427,0.92995,0.93096,0.96591,0.96023,0.70929,0.97267,0.63696,1.09022,0.00074675,0.00074675,0.00074675
63,928.744,0.73133,0.45604,0.91034,0.93532,0.96591,0.96039,0.72184,0.92809,0.62736,1.09004,0.0007385,0.0007385,0.0007385
64,943.888,0.72278,0.44675,0.90652,0.93467,0.96591,0.95095,0.73659,0.87566,0.65631,1.09058,0.00073025,0.00073025,0.00073025
65,957.698,0.72324,0.46746,0.9033,0.93545,0.96591,0.9511,0.7281,0.88945,0.64599,1.08724,0.000722,0.000722,0.000722
66,973.35,0.73674,0.45579,0.92831,0.93813,0.96591,0.94506,0.71848,0.90445,0.62728,1.10167,0.00071375,0.00071375,0.00071375
67,987.925,0.71989,0.44926,0.89621,0.93909,0.95455,0.94709,0.71586,0.9141,0.6401,1.08941,0.0007055,0.0007055,0.0007055
68,1004.8,0.70961,0.45001,0.90355,0.92808,0.96353,0.96607,0.73846,0.90349,0.60873,1.09331,0.00069725,0.00069725,0.00069725
69,1021.43,0.70664,0.44695,0.90551,0.9426,0.96591,0.96392,0.73978,0.90672,0.60673,1.09987,0.000689,0.000689,0.000689
70,1037.18,0.72827,0.45078,0.90686,0.95193,0.96591,0.95457,0.7241,0.90716,0.58523,1.0674,0.00068075,0.00068075,0.00068075
71,1052.24,0.71641,0.44626,0.91411,0.95543,0.96327,0.95027,0.72412,0.89221,0.57301,1.06475,0.0006725,0.0006725,0.0006725
72,1068.27,0.69462,0.43488,0.8898,0.9447,0.96249,0.93993,0.71707,0.90974,0.61783,1.0747,0.00066425,0.00066425,0.00066425
73,1082.37,0.70005,0.43125,0.89786,0.94552,0.96386,0.95181,0.73555,0.89234,0.60801,1.06509,0.000656,0.000656,0.000656
74,1095.77,0.71653,0.43245,0.91565,0.92555,0.95788,0.95424,0.72605,0.9006,0.62093,1.06151,0.00064775,0.00064775,0.00064775
75,1111.96,0.70977,0.43032,0.89271,0.94111,0.95153,0.94722,0.72445,0.90397,0.6208,1.06815,0.0006395,0.0006395,0.0006395
76,1127.38,0.71325,0.41836,0.90371,0.93245,0.93182,0.93599,0.71038,0.9175,0.69319,1.07407,0.00063125,0.00063125,0.00063125
77,1141.68,0.71466,0.43228,0.9038,0.92573,0.93487,0.94816,0.72018,0.90547,0.68543,1.06938,0.000623,0.000623,0.000623
78,1154.84,0.68567,0.41751,0.89576,0.92443,0.96409,0.94947,0.72247,0.899,0.66972,1.08073,0.00061475,0.00061475,0.00061475
79,1168.42,0.67762,0.42654,0.89594,0.93529,0.95981,0.95633,0.71971,0.93052,0.66073,1.1025,0.0006065,0.0006065,0.0006065
80,1181.4,0.69788,0.43017,0.91747,0.93852,0.96358,0.96968,0.75338,0.90055,0.59068,1.06365,0.00059825,0.00059825,0.00059825
81,1194.91,0.69286,0.42554,0.89958,0.91196,0.96292,0.96713,0.75891,0.87028,0.57459,1.05196,0.00059,0.00059,0.00059
82,1208.59,0.67172,0.41172,0.8824,0.9511,0.96341,0.95826,0.73363,0.88319,0.59176,1.08555,0.00058175,0.00058175,0.00058175
83,1221.99,0.70414,0.42239,0.89934,0.95177,0.96591,0.95396,0.74111,0.88633,0.58734,1.07734,0.0005735,0.0005735,0.0005735
84,1235.9,0.68906,0.40816,0.90403,0.95572,0.96591,0.95597,0.71938,0.93214,0.61042,1.06653,0.00056525,0.00056525,0.00056525
85,1249.67,0.70878,0.42117,0.92207,0.9557,0.96591,0.95664,0.72501,0.9195,0.60878,1.07239,0.000557,0.000557,0.000557
86,1264.15,0.71874,0.42426,0.90121,0.94857,0.96068,0.96127,0.69711,0.94832,0.64177,1.10434,0.00054875,0.00054875,0.00054875
87,1277.92,0.6876,0.42758,0.90492,0.93551,0.95455,0.96052,0.70316,0.9535,0.67355,1.09457,0.0005405,0.0005405,0.0005405
88,1292.33,0.67792,0.41484,0.89071,0.94164,0.95503,0.95788,0.71802,0.88409,0.63701,1.06192,0.00053225,0.00053225,0.00053225
89,1307,0.66098,0.40697,0.89421,0.95059,0.96182,0.95949,0.71972,0.89051,0.60957,1.07103,0.000524,0.000524,0.000524
90,1321.78,0.65003,0.39706,0.87739,0.95853,0.96591,0.96147,0.72878,0.89621,0.60737,1.10699,0.00051575,0.00051575,0.00051575
91,1337.63,0.64845,0.39198,0.88187,0.95887,0.96591,0.9599,0.72207,0.90961,0.61644,1.11558,0.0005075,0.0005075,0.0005075
92,1351.84,0.66483,0.40091,0.89434,0.96051,0.96591,0.95231,0.73141,0.87667,0.60986,1.07137,0.00049925,0.00049925,0.00049925
93,1366.24,0.64935,0.38082,0.88047,0.96108,0.96591,0.94977,0.72982,0.87346,0.60265,1.07269,0.000491,0.000491,0.000491
94,1381.48,0.63533,0.38087,0.89217,0.95685,0.96591,0.95581,0.70327,0.94809,0.5935,1.11647,0.00048275,0.00048275,0.00048275
95,1397.86,0.66507,0.39364,0.89343,0.96021,0.96591,0.95312,0.70577,0.93187,0.59556,1.11491,0.0004745,0.0004745,0.0004745
96,1411.33,0.6665,0.39185,0.88297,0.95911,0.96591,0.94963,0.69633,0.95337,0.61265,1.08804,0.00046625,0.00046625,0.00046625
97,1426.25,0.67681,0.38799,0.89108,0.95922,0.96591,0.94963,0.70788,0.94219,0.61907,1.07993,0.000458,0.000458,0.000458
98,1441.37,0.6216,0.37847,0.8817,0.95495,0.96591,0.95271,0.71534,0.94948,0.61984,1.08955,0.00044975,0.00044975,0.00044975
99,1455.73,0.62168,0.37731,0.87151,0.96062,0.96591,0.94966,0.7159,0.94498,0.60379,1.09436,0.0004415,0.0004415,0.0004415
100,1470.5,0.63369,0.36551,0.88959,0.95855,0.96591,0.95144,0.7275,0.90247,0.60755,1.06869,0.00043325,0.00043325,0.00043325
101,1486.68,0.66862,0.37688,0.88656,0.95871,0.96591,0.95453,0.74003,0.88941,0.61174,1.0675,0.000425,0.000425,0.000425
