epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,80.6994,0.78891,0.64954,0.93013,0.95808,0.96591,0.95369,0.72749,0.9168,0.66459,1.13212,0.00053225,0.00053225,0.00053225
60,81.9016,0.78194,0.663,0.95783,0.9571,0.96591,0.95536,0.72847,0.9001,0.63017,1.11897,0.000519875,0.000519875,0.000519875
61,83.0916,0.78484,0.65062,0.92919,0.95715,0.96591,0.95668,0.7372,0.89711,0.62109,1.11962,0.0005075,0.0005075,0.0005075
62,84.3233,0.77776,0.63734,0.92982,0.95667,0.96591,0.96149,0.72924,0.94453,0.63213,1.12889,0.000495125,0.000495125,0.000495125
63,85.495,0.79127,0.65254,0.94028,0.95505,0.96591,0.96111,0.72378,0.94697,0.63405,1.11839,0.00048275,0.00048275,0.00048275
64,86.7261,0.76212,0.64492,0.92104,0.95802,0.96591,0.95296,0.73107,0.88777,0.62179,1.11656,0.000470375,0.000470375,0.000470375
65,87.9305,0.78605,0.6464,0.96205,0.95553,0.96591,0.95265,0.71813,0.88514,0.61601,1.12559,0.000458,0.000458,0.000458
66,89.1135,0.76109,0.60623,0.92945,0.95412,0.96591,0.95228,0.7041,0.90787,0.61963,1.11518,0.000445625,0.000445625,0.000445625
67,90.2385,0.75687,0.61968,0.90937,0.95495,0.96591,0.95472,0.71871,0.88748,0.60321,1.0986,0.00043325,0.00043325,0.00043325
68,91.4093,0.74672,0.60792,0.93365,0.95937,0.96591,0.95781,0.72679,0.89202,0.61701,1.11522,0.000420875,0.000420875,0.000420875
69,92.6136,0.7513,0.61073,0.92122,0.96045,0.96396,0.95793,0.72767,0.88807,0.61559,1.12359,0.0004085,0.0004085,0.0004085
70,93.8773,0.75045,0.60027,0.91067,0.95983,0.96591,0.95733,0.73051,0.87505,0.59209,1.09855,0.000396125,0.000396125,0.000396125
71,95.0618,0.77198,0.61423,0.92383,0.9598,0.96591,0.95844,0.72944,0.88932,0.604,1.10825,0.00038375,0.00038375,0.00038375
72,96.2572,0.7735,0.62498,0.93669,0.95842,0.96591,0.95728,0.71655,0.9141,0.60032,1.13775,0.000371375,0.000371375,0.000371375
73,97.4429,0.75758,0.63198,0.92664,0.95449,0.96591,0.95863,0.72117,0.92159,0.60726,1.15323,0.000359,0.000359,0.000359
74,98.6797,0.7551,0.61156,0.93555,0.94745,0.96591,0.96059,0.72798,0.9096,0.60947,1.13627,0.000346625,0.000346625,0.000346625
75,99.9092,0.75904,0.62953,0.94794,0.94267,0.96591,0.95434,0.72473,0.89554,0.60306,1.1414,0.00033425,0.00033425,0.00033425
76,101.11,0.75188,0.59835,0.91318,0.95145,0.9646,0.95201,0.7125,0.8888,0.61495,1.14667,0.000321875,0.000321875,0.000321875
