epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,355.262,0.84461,0.75388,0.97403,0.94724,0.9641,0.96012,0.70995,0.96852,0.82427,1.10028,0.000717875,0.000717875,0.000717875
45,362.986,0.81413,0.67073,0.9478,0.94546,0.96591,0.9614,0.68787,0.98976,0.80741,1.12253,0.0007055,0.0007055,0.0007055
46,370.9,0.83319,0.69323,0.96066,0.95097,0.94969,0.95944,0.73064,0.92638,0.77572,1.09226,0.000693125,0.000693125,0.000693125
47,378.966,0.84181,0.68852,0.95796,0.94427,0.96591,0.96113,0.73386,0.91226,0.77686,1.08835,0.00068075,0.00068075,0.00068075
48,387.055,0.82989,0.70511,0.97582,0.94592,0.96591,0.9572,0.71213,0.95426,0.78523,1.11495,0.000668375,0.000668375,0.000668375
49,395.075,0.81546,0.69074,0.93175,0.95419,0.96591,0.9635,0.71472,0.96766,0.77538,1.1234,0.000656,0.000656,0.000656
50,403.228,0.81573,0.66293,0.97705,0.95319,0.94911,0.9607,0.72517,0.91006,0.76078,1.08895,0.000643625,0.000643625,0.000643625
51,410.515,0.84375,0.6888,0.94163,0.95865,0.9463,0.96349,0.72328,0.90703,0.75994,1.08218,0.00063125,0.00063125,0.00063125
52,418.787,0.82819,0.69458,0.93518,0.95751,0.94568,0.96444,0.70714,0.94887,0.7645,1.10634,0.000618875,0.000618875,0.000618875
53,426.632,0.7945,0.66264,0.93862,0.95794,0.94426,0.96704,0.71745,0.90336,0.74321,1.09508,0.0006065,0.0006065,0.0006065
54,434.639,0.79808,0.67921,0.93923,0.94613,0.9643,0.95989,0.73316,0.88857,0.74543,1.0819,0.000594125,0.000594125,0.000594125
55,443.067,0.84967,0.68472,0.95314,0.95546,0.96591,0.95885,0.73737,0.90788,0.74708,1.09923,0.00058175,0.00058175,0.00058175
56,451.392,0.79162,0.66555,0.94582,0.94957,0.96519,0.95897,0.71405,0.922,0.73708,1.11212,0.000569375,0.000569375,0.000569375
57,460.23,0.80613,0.65557,0.95165,0.94876,0.96591,0.96201,0.72067,0.90305,0.73056,1.09351,0.000557,0.000557,0.000557
58,470.366,0.77773,0.67216,0.95468,0.94217,0.96591,0.9652,0.69659,0.99968,0.75015,1.08293,0.000544625,0.000544625,0.000544625
59,479.19,0.80397,0.67098,0.93712,0.9366,0.95455,0.96404,0.71515,0.97163,0.75505,1.08825,0.00053225,0.00053225,0.00053225
60,487.337,0.82074,0.65501,0.92675,0.94107,0.96591,0.96268,0.71499,0.98413,0.77995,1.15753,0.000519875,0.000519875,0.000519875
61,495.196,0.86512,0.68967,0.96418,0.94304,0.96591,0.96533,0.70917,0.95864,0.76185,1.14916,0.0005075,0.0005075,0.0005075
62,503.21,0.81022,0.69551,0.95327,0.9554,0.96498,0.96577,0.71058,0.97011,0.77544,1.10115,0.000495125,0.000495125,0.000495125
63,512.477,0.81195,0.6574,0.92995,0.95117,0.96385,0.96394,0.72053,0.91679,0.76805,1.09858,0.00048275,0.00048275,0.00048275
64,521.159,0.80968,0.64674,0.94084,0.93126,0.96285,0.95712,0.70231,0.94578,0.75468,1.12509,0.000470375,0.000470375,0.000470375
65,529.433,0.79095,0.6561,0.92453,0.92248,0.96547,0.95572,0.69416,0.92815,0.73737,1.12579,0.000458,0.000458,0.000458
66,538.06,0.79112,0.64293,0.94959,0.93499,0.96591,0.95947,0.71717,0.90408,0.74243,1.08693,0.000445625,0.000445625,0.000445625
67,547.412,0.83815,0.64399,0.9301,0.94996,0.96591,0.96139,0.72068,0.91123,0.74316,1.08709,0.00043325,0.00043325,0.00043325
68,557.317,0.80484,0.64318,0.93157,0.95027,0.96591,0.96265,0.72031,0.92664,0.72979,1.0956,0.000420875,0.000420875,0.000420875
69,570.027,0.80086,0.61223,0.93207,0.9509,0.96591,0.96158,0.69511,0.97642,0.72674,1.11289,0.0004085,0.0004085,0.0004085
70,581.182,0.81107,0.64647,0.93236,0.95367,0.96591,0.95973,0.71083,0.92011,0.70366,1.10309,0.000396125,0.000396125,0.000396125
